Id,Source,Target
2866,wing,Tonight's the Night (Gonna Be Alright)
2867,stop,Tonight's the Night (Gonna Be Alright)
2868,run,Tonight's the Night (Gonna Be Alright)
2869,heart,Tonight's the Night (Gonna Be Alright)
2870,door,Tonight's the Night (Gonna Be Alright)
2871,child,Tonight's the Night (Gonna Be Alright)
2872,disconnect,Tonight's the Night (Gonna Be Alright)
2873,line,Tonight's the Night (Gonna Be Alright)
2874,angel,Tonight's the Night (Gonna Be Alright)
2875,fire,Tonight's the Night (Gonna Be Alright)
2876,tide,Tonight's the Night (Gonna Be Alright)
2877,let,Tonight's the Night (Gonna Be Alright)
2878,everything,I Just Want to Be Your Everything
2879,ask,I Just Want to Be Your Everything
2880,tour,I Just Want to Be Your Everything
2881,die,I Just Want to Be Your Everything
2882,youre,I Just Want to Be Your Everything
2883,stay,I Just Want to Be Your Everything
2884,love,I Just Want to Be Your Everything
2885,give,I Just Want to Be Your Everything
2886,bring,I Just Want to Be Your Everything
2887,see,I Just Want to Be Your Everything
2888,thing,I Just Want to Be Your Everything
2889,want,I Just Want to Be Your Everything
2890,would,I Just Want to Be Your Everything
2891,forever,I Just Want to Be Your Everything
2892,mine,I Just Want to Be Your Everything
2893,world,I Just Want to Be Your Everything
2894,find,I Just Want to Be Your Everything
2895,girl,I Just Want to Be Your Everything
2896,feeling,I Just Want to Be Your Everything
2897,build,I Just Want to Be Your Everything
2898,puppet,I Just Want to Be Your Everything
2899,little,I Just Want to Be Your Everything
2900,open,I Just Want to Be Your Everything
2901,turn,I Just Want to Be Your Everything
2902,wait,I Just Want to Be Your Everything
2903,without,I Just Want to Be Your Everything
2904,watch,I Just Want to Be Your Everything
2905,lay,I Just Want to Be Your Everything
2906,oh,I Just Want to Be Your Everything
2907,heaven,I Just Want to Be Your Everything
2908,string,I Just Want to Be Your Everything
2909,long,I Just Want to Be Your Everything
2910,wine,I Just Want to Be Your Everything
2911,strong,I Just Want to Be Your Everything
2912,anything,I Just Want to Be Your Everything
2913,take,I Just Want to Be Your Everything
2914,id,I Just Want to Be Your Everything
2915,heart,I Just Want to Be Your Everything
2916,shine,I Just Want to Be Your Everything
2917,key,I Just Want to Be Your Everything
2918,feel,I Just Want to Be Your Everything
2919,darling,I Just Want to Be Your Everything
2920,lip,I Just Want to Be Your Everything
2921,around,I Just Want to Be Your Everything
2922,let,I Just Want to Be Your Everything
2923,light,Shadow Dancing
2924,dance,Shadow Dancing
2925,floor,Shadow Dancing
2926,u,Shadow Dancing
2927,youre,Shadow Dancing
2928,answer,Shadow Dancing
2929,love,Shadow Dancing
2930,end,Shadow Dancing
2931,question,Shadow Dancing
2932,head,Shadow Dancing
2933,give,Shadow Dancing
2934,see,Shadow Dancing
2935,say,Shadow Dancing
2936,hold,Shadow Dancing
2937,mine,Shadow Dancing
2938,world,Shadow Dancing
2939,harm,Shadow Dancing
2940,affection,Shadow Dancing
2941,make,Shadow Dancing
2942,come,Shadow Dancing
2943,nothing,Shadow Dancing
2944,living,Shadow Dancing
2945,leave,Shadow Dancing
2946,sweet,Shadow Dancing
2947,get,Shadow Dancing
2948,direction,Shadow Dancing
2949,right,Shadow Dancing
2950,cant,Shadow Dancing
2951,across,Shadow Dancing
2952,eye,Shadow Dancing
2953,know,Shadow Dancing
2954,tell,Shadow Dancing
2955,one,Shadow Dancing
2956,baby,Shadow Dancing
2957,away,Shadow Dancing
2958,ah,Shadow Dancing
2959,heaven,Shadow Dancing
2960,night,Shadow Dancing
2961,breath,Shadow Dancing
2962,aint,Shadow Dancing
2963,rain,Shadow Dancing
2964,pull,Shadow Dancing
2965,even,Shadow Dancing
2966,shadow,Shadow Dancing
2967,word,Shadow Dancing
2968,arm,Shadow Dancing
2969,lie,Shadow Dancing
2970,take,Shadow Dancing
2971,moment,Shadow Dancing
2972,sensation,Shadow Dancing
2973,look,Shadow Dancing
2974,people,Shadow Dancing
2975,way,Shadow Dancing
2976,shine,Shadow Dancing
2977,chase,Shadow Dancing
2978,drag,Shadow Dancing
2979,need,Shadow Dancing
2980,lose,Shadow Dancing
2981,light,Night Fever
2982,im,Night Fever
2983,heat,Night Fever
2984,move,Night Fever
2985,u,Night Fever
2986,last,Night Fever
2987,fever,Night Fever
2988,show,Night Fever
2989,love,Night Fever
2990,control,Night Fever
2991,makin,Night Fever
2992,give,Night Fever
2993,mind,Night Fever
2994,wind,Night Fever
2995,reach,Night Fever
2996,mine,Night Fever
2997,gim,Night Fever
2998,something,Night Fever
2999,make,Night Fever
3000,borne,Night Fever
3001,walkin,Night Fever
3002,dont,Night Fever
3003,livin,Night Fever
3004,fine,Night Fever
3005,warnin,Night Fever
3006,sweet,Night Fever
3007,get,Night Fever
3008,right,Night Fever
3009,know,Night Fever
3010,yeah,Night Fever
3011,woman,Night Fever
3012,help,Night Fever
3013,mornin,Night Fever
3014,steal,Night Fever
3015,dark,Night Fever
3016,high,Night Fever
3017,feelin,Night Fever
3018,music,Night Fever
3019,night,Night Fever
3020,glowin,Night Fever
3021,wave,Night Fever
3022,listen,Night Fever
3023,enough,Night Fever
3024,ground,Night Fever
3025,soul,Night Fever
3026,share,Night Fever
3027,take,Night Fever
3028,moment,Night Fever
3029,air,Night Fever
3030,goin,Night Fever
3031,prayin,Night Fever
3032,need,Night Fever
3033,feel,Night Fever
3034,dancin,Night Fever
3035,city,Night Fever
3036,somethin,Night Fever
3037,fire,Night Fever
3038,movement,Night Fever
3039,around,Night Fever
3040,get,My Sharona
3041,mystery,My Sharona
3042,kind,My Sharona
3043,dirty,My Sharona
3044,ayeaye,My Sharona
3045,awill,My Sharona
3046,ya,My Sharona
3047,eye,My Sharona
3048,ddestiny,My Sharona
3049,time,My Sharona
3050,never,My Sharona
3051,make,My Sharona
3052,come,My Sharona
3053,mmmmy,My Sharona
3054,matter,My Sharona
3055,one,My Sharona
3056,young,My Sharona
3057,stop,My Sharona
3058,mmmmmmmmy,My Sharona
3059,oooooooohhh,My Sharona
3060,touch,My Sharona
3061,game,My Sharona
3062,whoa,My Sharona
3063,na,My Sharona
3064,run,My Sharona
3065,look,My Sharona
3066,keep,My Sharona
3067,sharona,My Sharona
3068,ooh,My Sharona
3069,little,My Sharona
3070,motor,My Sharona
3071,give,My Sharona
3072,always,My Sharona
3073,huh,My Sharona
3074,mind,My Sharona
3075,line,My Sharona
3076,pretty,My Sharona
3077,dddestiny,My Sharona
3078,close,My Sharona
3079,gon,My Sharona
3080,thigh,My Sharona
3081,enough,My Sharona
3082,gift,My Sharona
3083,length,My Sharona
3084,everybody,Bad Girls
3085,ask,Bad Girls
3086,pocket,Bad Girls
3087,good,Bad Girls
3088,wont,Bad Girls
3089,talk,Bad Girls
3090,youre,Bad Girls
3091,stranger,Bad Girls
3092,legs,Bad Girls
3093,mama,Bad Girls
3094,ill,Bad Girls
3095,naughty,Bad Girls
3096,pick,Bad Girls
3097,dime,Bad Girls
3098,see,Bad Girls
3099,far,Bad Girls
3100,sad,Bad Girls
3101,want,Bad Girls
3102,star,Bad Girls
3103,mister,Bad Girls
3104,hey,Bad Girls
3105,names,Bad Girls
3106,bad,Bad Girls
3107,like,Bad Girls
3108,friday,Bad Girls
3109,come,Bad Girls
3110,find,Bad Girls
3111,spend,Bad Girls
3112,girl,Bad Girls
3113,walkin,Bad Girls
3114,na,Bad Girls
3115,dont,Bad Girls
3116,spirit,Bad Girls
3117,sun,Bad Girls
3118,go,Bad Girls
3119,get,Bad Girls
3120,right,Bad Girls
3121,kind,Bad Girls
3122,different,Bad Girls
3123,cant,Bad Girls
3124,hot,Bad Girls
3125,time,Bad Girls
3126,yeah,Bad Girls
3127,wan,Bad Girls
3128,baby,Bad Girls
3129,talkin,Bad Girls
3130,trot,Bad Girls
3131,beebeep,Bad Girls
3132,high,Bad Girls
3133,beep,Bad Girls
3134,oh,Bad Girls
3135,uh,Bad Girls
3136,night,Bad Girls
3137,toot,Bad Girls
3138,theyre,Bad Girls
3139,call,Bad Girls
3140,else,Bad Girls
3141,look,Bad Girls
3142,street,Bad Girls
3143,strip,Bad Girls
3144,huh,Bad Girls
3145,near,Bad Girls
3146,need,Bad Girls
3147,price,Bad Girls
3148,name,Bad Girls
3149,score,Bad Girls
3150,tight,Bad Girls
3151,get,Call Me
3152,chiamami,Call Me
3153,ride,Call Me
3154,amore,Call Me
3155,kiss,Call Me
3156,know,Call Me
3157,car,Call Me
3158,design,Call Me
3159,never,Call Me
3160,lover,Call Me
3161,youre,Call Me
3162,share,Call Me
3163,cherie,Call Me
3164,anyplace,Call Me
3165,come,Call Me
3166,baby,Call Me
3167,language,Call Me
3168,emotion,Call Me
3169,dayay,Call Me
3170,call,Call Me
3171,sheet,Call Me
3172,roll,Call Me
3173,love,Call Me
3174,ill,Call Me
3175,ready,Call Me
3176,anywhere,Call Me
3177,speak,Call Me
3178,dont,Call Me
3179,oh,Call Me
3180,mon,Call Me
3181,anytime,Call Me
3182,color,Call Me
3183,way,Call Me
3184,overtime,Call Me
3185,ah,Call Me
3186,night,Call Me
3187,chart,Call Me
3188,designer,Call Me
3189,line,Call Me
3190,day,Call Me
3191,alibi,Call Me
3192,appellemoi,Call Me
3193,darling,Call Me
3194,sweet,Call Me
3195,wine,Call Me
3196,enough,Call Me
3197,cover,Call Me
3198,meat,"Another Brick in the Wall, Part II"
3199,pudding,"Another Brick in the Wall, Part II"
3200,cant,"Another Brick in the Wall, Part II"
3201,wall,"Another Brick in the Wall, Part II"
3202,eat,"Another Brick in the Wall, Part II"
3203,shed,"Another Brick in the Wall, Part II"
3204,youre,"Another Brick in the Wall, Part II"
3205,yer,"Another Brick in the Wall, Part II"
3206,brick,"Another Brick in the Wall, Part II"
3207,bike,"Another Brick in the Wall, Part II"
3208,dark,"Another Brick in the Wall, Part II"
3209,alone,"Another Brick in the Wall, Part II"
3210,classroom,"Another Brick in the Wall, Part II"
3211,wrong,"Another Brick in the Wall, Part II"
3212,dont,"Another Brick in the Wall, Part II"
3213,control,"Another Brick in the Wall, Part II"
3214,laddy,"Another Brick in the Wall, Part II"
3215,stand,"Another Brick in the Wall, Part II"
3216,still,"Another Brick in the Wall, Part II"
3217,yes,"Another Brick in the Wall, Part II"
3218,leave,"Another Brick in the Wall, Part II"
3219,need,"Another Brick in the Wall, Part II"
3220,education,"Another Brick in the Wall, Part II"
3221,thought,"Another Brick in the Wall, Part II"
3222,kid,"Another Brick in the Wall, Part II"
3223,another,"Another Brick in the Wall, Part II"
3224,teacher,"Another Brick in the Wall, Part II"
3225,behind,"Another Brick in the Wall, Part II"
3226,hey,"Another Brick in the Wall, Part II"
3227,sarcasm,"Another Brick in the Wall, Part II"
3228,york,Bette Davis Eyes
3229,good,Bette Davis Eyes
3230,wont,Bette Davis Eyes
3231,blue,Bette Davis Eyes
3232,think,Bette Davis Eyes
3233,tease,Bette Davis Eyes
3234,hair,Bette Davis Eyes
3235,new,Bette Davis Eyes
3236,shell,Bette Davis Eyes
3237,appetite,Bette Davis Eyes
3238,harlow,Bette Davis Eyes
3239,like,Bette Davis Eyes
3240,pro,Bette Davis Eyes
3241,make,Bette Davis Eyes
3242,come,Bette Davis Eyes
3243,expose,Bette Davis Eyes
3244,whet,Bette Davis Eyes
3245,twice,Bette Davis Eyes
3246,turn,Bette Davis Eyes
3247,foot,Bette Davis Eyes
3248,ferocious,Bette Davis Eyes
3249,greta,Bette Davis Eyes
3250,sighs,Bette Davis Eyes
3251,sweet,Bette Davis Eyes
3252,unease,Bette Davis Eyes
3253,get,Bette Davis Eyes
3254,cold,Bette Davis Eyes
3255,crumb,Bette Davis Eyes
3256,eye,Bette Davis Eyes
3257,know,Bette Davis Eyes
3258,pure,Bette Davis Eyes
3259,tumble,Bette Davis Eyes
3260,standoff,Bette Davis Eyes
3261,lay,Bette Davis Eyes
3262,gold,Bette Davis Eyes
3263,blush,Bette Davis Eyes
3264,spy,Bette Davis Eyes
3265,music,Bette Davis Eyes
3266,shes,Bette Davis Eyes
3267,surprise,Bette Davis Eyes
3268,throw,Bette Davis Eyes
3269,davis,Bette Davis Eyes
3270,precocious,Bette Davis Eyes
3271,hand,Bette Davis Eyes
3272,boy,Bette Davis Eyes
3273,never,Bette Davis Eyes
3274,take,Bette Davis Eyes
3275,dice,Bette Davis Eyes
3276,please,Bette Davis Eyes
3277,throne,Bette Davis Eyes
3278,bette,Bette Davis Eyes
3279,garbo,Bette Davis Eyes
3280,roll,Bette Davis Eyes
3281,lip,Bette Davis Eyes
3282,home,Bette Davis Eyes
3283,snow,Bette Davis Eyes
3284,let,Bette Davis Eyes
3285,im,Endless Love
3286,youre,Endless Love
3287,bright,Endless Love
3288,ill,Endless Love
3289,love,Endless Love
3290,cause,Endless Love
3291,give,Endless Love
3292,yes,Endless Love
3293,always,Endless Love
3294,begin,Endless Love
3295,boom,Endless Love
3296,mind,Endless Love
3297,inside,Endless Love
3298,thing,Endless Love
3299,care,Endless Love
3300,ohh,Endless Love
3301,want,Endless Love
3302,hold,Endless Love
3303,forever,Endless Love
3304,world,Endless Love
3305,mean,Endless Love
3306,youll,Endless Love
3307,make,Endless Love
3308,fool,Endless Love
3309,find,Endless Love
3310,every,Endless Love
3311,sure,Endless Love
3312,dont,Endless Love
3313,much,Endless Love
3314,charm,Endless Love
3315,resist,Endless Love
3316,ive,Endless Love
3317,cant,Endless Love
3318,eye,Endless Love
3319,know,Endless Love
3320,tell,Endless Love
3321,life,Endless Love
3322,one,Endless Love
3323,deny,Endless Love
3324,oh,Endless Love
3325,ooh,Endless Love
3326,breath,Endless Love
3327,endless,Endless Love
3328,thats,Endless Love
3329,arm,Endless Love
3330,first,Endless Love
3331,theres,Endless Love
3332,share,Endless Love
3333,take,Endless Love
3334,else,Endless Love
3335,heart,Endless Love
3336,beat,Endless Love
3337,two,Endless Love
3338,close,Endless Love
3339,step,Endless Love
3340,get,Physical
3341,right,Physical
3342,im,Physical
3343,movie,Physical
3344,holdin,Physical
3345,restaurant,Physical
3346,good,Physical
3347,hand,Physical
3348,know,Physical
3349,animal,Physical
3350,like,Physical
3351,conversation,Physical
3352,talk,Physical
3353,mean,Physical
3354,youll,Physical
3355,make,Physical
3356,view,Physical
3357,youre,Physical
3358,take,Physical
3359,suggestive,Physical
3360,hard,Physical
3361,back,Physical
3362,body,Physical
3363,try,Physical
3364,nothing,Physical
3365,sure,Physical
3366,intimate,Physical
3367,keep,Physical
3368,horizontally,Physical
3369,patient,Physical
3370,oh,Physical
3371,table,Physical
3372,ta,Physical
3373,leave,Physical
3374,hear,Physical
3375,handle,Physical
3376,gettin,Physical
3377,thing,Physical
3378,mentally,Physical
3379,ive,Physical
3380,physical,Physical
3381,want,Physical
3382,understand,Physical
3383,point,Physical
3384,bringin,Physical
3385,unless,Physical
3386,let,Physical
3387,say,Physical
3388,stalk,Eye of the Tiger
3389,distance,Eye of the Tiger
3390,im,Eye of the Tiger
3391,heat,Eye of the Tiger
3392,u,Eye of the Tiger
3393,last,Eye of the Tiger
3394,tough,Eye of the Tiger
3395,back,Eye of the Tiger
3396,gut,Eye of the Tiger
3397,rival,Eye of the Tiger
3398,odds,Eye of the Tiger
3399,must,Eye of the Tiger
3400,glory,Eye of the Tiger
3401,trade,Eye of the Tiger
3402,man,Eye of the Tiger
3403,many,Eye of the Tiger
3404,skill,Eye of the Tiger
3405,happen,Eye of the Tiger
3406,hungry,Eye of the Tiger
3407,straight,Eye of the Tiger
3408,hangin,Eye of the Tiger
3409,passion,Eye of the Tiger
3410,na,Eye of the Tiger
3411,dont,Eye of the Tiger
3412,known,Eye of the Tiger
3413,stack,Eye of the Tiger
3414,top,Eye of the Tiger
3415,foot,Eye of the Tiger
3416,till,Eye of the Tiger
3417,gon,Eye of the Tiger
3418,go,Eye of the Tiger
3419,dream,Eye of the Tiger
3420,tiger,Eye of the Tiger
3421,get,Eye of the Tiger
3422,face,Eye of the Tiger
3423,eye,Eye of the Tiger
3424,time,Eye of the Tiger
3425,prey,Eye of the Tiger
3426,chance,Eye of the Tiger
3427,risin,Eye of the Tiger
3428,kill,Eye of the Tiger
3429,night,Eye of the Tiger
3430,thrill,Eye of the Tiger
3431,fast,Eye of the Tiger
3432,survive,Eye of the Tiger
3433,survivor,Eye of the Tiger
3434,alive,Eye of the Tiger
3435,take,Eye of the Tiger
3436,past,Eye of the Tiger
3437,stop,Eye of the Tiger
3438,stayin,Eye of the Tiger
3439,fight,Eye of the Tiger
3440,grip,Eye of the Tiger
3441,street,Eye of the Tiger
3442,keep,Eye of the Tiger
3443,challenge,Eye of the Tiger
3444,watchin,Eye of the Tiger
3445,lose,Eye of the Tiger
3446,word,Every Breath You Take
3447,ache,Every Breath You Take
3448,trace,Every Breath You Take
3449,cry,Every Breath You Take
3450,cold,Every Breath You Take
3451,face,Every Breath You Take
3452,cant,Every Breath You Take
3453,embrace,Every Breath You Take
3454,move,Every Breath You Take
3455,replace,Every Breath You Take
3456,single,Every Breath You Take
3457,make,Every Breath You Take
3458,take,Every Breath You Take
3459,play,Every Breath You Take
3460,baby,Every Breath You Take
3461,smile,Every Breath You Take
3462,poor,Every Breath You Take
3463,please,Every Breath You Take
3464,game,Every Breath You Take
3465,stay,Every Breath You Take
3466,ill,Every Breath You Take
3467,every,Every Breath You Take
3468,watch,Every Breath You Take
3469,stake,Every Breath You Take
3470,claim,Every Breath You Take
3471,look,Every Breath You Take
3472,break,Every Breath You Take
3473,keep,Every Breath You Take
3474,oh,Every Breath You Take
3475,heart,Every Breath You Take
3476,breath,Every Breath You Take
3477,night,Every Breath You Take
3478,since,Every Breath You Take
3479,around,Every Breath You Take
3480,belong,Every Breath You Take
3481,day,Every Breath You Take
3482,feel,Every Breath You Take
3483,long,Every Breath You Take
3484,without,Every Breath You Take
3485,see,Every Breath You Take
3486,youve,Every Breath You Take
3487,vow,Every Breath You Take
3488,fake,Every Breath You Take
3489,go,Every Breath You Take
3490,lose,Every Breath You Take
3491,step,Every Breath You Take
3492,dream,Every Breath You Take
